type,name,url
emote,R),https://static-cdn.jtvnw.net/emoticons/v2/555555599/static/dark/3.0
emote,R-),https://static-cdn.jtvnw.net/emoticons/v2/555555600/static/dark/3.0
emote,CoolCat,https://static-cdn.jtvnw.net/emoticons/v2/58127/static/dark/3.0
emote,DendiFace,https://static-cdn.jtvnw.net/emoticons/v2/58135/static/dark/3.0
emote,NotLikeThis,https://static-cdn.jtvnw.net/emoticons/v2/58765/static/dark/3.0
emote,O_o,https://static-cdn.jtvnw.net/emoticons/v2/6/static/dark/3.0
emote,FBtouchdown,https://static-cdn.jtvnw.net/emoticons/v2/626795/static/dark/3.0
emote,riPepperonis,https://static-cdn.jtvnw.net/emoticons/v2/62833/static/dark/3.0
emote,duDudu,https://static-cdn.jtvnw.net/emoticons/v2/62834/static/dark/3.0
emote,bleedPurple,https://static-cdn.jtvnw.net/emoticons/v2/62835/static/dark/3.0
emote,twitchRaid,https://static-cdn.jtvnw.net/emoticons/v2/62836/static/dark/3.0
emote,SeemsGood,https://static-cdn.jtvnw.net/emoticons/v2/64138/static/dark/3.0
emote,FrankerZ,https://static-cdn.jtvnw.net/emoticons/v2/65/static/dark/3.0
emote,OneHand,https://static-cdn.jtvnw.net/emoticons/v2/66/static/dark/3.0
emote,MingLee,https://static-cdn.jtvnw.net/emoticons/v2/68856/static/dark/3.0
emote,BloodTrail,https://static-cdn.jtvnw.net/emoticons/v2/69/static/dark/3.0
emote,B),https://static-cdn.jtvnw.net/emoticons/v2/7/static/dark/3.0
emote,KappaRoss,https://static-cdn.jtvnw.net/emoticons/v2/70433/static/dark/3.0
emote,PopCorn,https://static-cdn.jtvnw.net/emoticons/v2/724216/static/dark/3.0
emote,DBstyle,https://static-cdn.jtvnw.net/emoticons/v2/73/static/dark/3.0
emote,AsianGlow,https://static-cdn.jtvnw.net/emoticons/v2/74/static/dark/3.0
emote,TheThing,https://static-cdn.jtvnw.net/emoticons/v2/7427/static/dark/3.0
emote,KappaClaus,https://static-cdn.jtvnw.net/emoticons/v2/74510/static/dark/3.0
